Date,Name,Amt,Mode,Categorization,Status,Time of the Day,Day of the Week,Type of Expense
01-12-2023,Whiskey,675,Cash,Alcohol,Avoidable,Morning,Friday,Variable
01-12-2023,Internet,945.82,Auto Debit,Utilities,Necessary,Afternoon,Friday,Fixed
01-12-2023,Wine,802,Credit Card,Alcohol,Avoidable,Afternoon,Friday,Variable
01-12-2023,Electricity Bill,4748.7,Auto Debit,Utilities,Necessary,Evening,Friday,Fixed
01-12-2023,Milk,62.26,Credit Card,Groceries,Unnecessary,Evening,Friday,Variable
01-12-2023,Vegetables,134.44,Wallet,Food,Unnecessary,Evening,Friday,Variable
01-12-2023,Cocktail,665,Cash,Alcohol,Avoidable,Night,Friday,Variable
01-12-2023,Beer,715,Cash,Alcohol,Avoidable,Night,Friday,Variable
02-12-2023,Milk,63.96,Cash,Groceries,Necessary,Morning,Saturday,Variable
02-12-2023,Cafe,3462.71,Credit Card,Dining Out,Unnecessary,Afternoon,Saturday,Variable
02-12-2023,Coffee,252.21,UPI,Food & Dining,Unnecessary,Afternoon,Saturday,Variable
02-12-2023,Restaurant,1127.92,Cash,Food,Avoidable,Afternoon,Saturday,Variable
02-12-2023,Betting,2108.63,Credit Card,Gambling,Avoidable,Evening,Saturday,Variable
02-12-2023,Casino,4970.5,Cash,Gambling,Avoidable,Night,Saturday,Variable
03-12-2023,Fruits,176.4,Net Banking,Food,Avoidable,Morning,Sunday,Variable
03-12-2023,Grocery,184.8,Net Banking,Food,Unnecessary,Morning,Sunday,Variable
03-12-2023,Rice,126.12,Wallet,Groceries,Necessary,Morning,Sunday,Variable
03-12-2023,Doctor Fee,580.12,Cash,Healthcare,Unnecessary,Morning,Sunday,Variable
03-12-2023,Tuition Fee,27500,UPI,Education,Necessary,Afternoon,Sunday,Fixed
03-12-2023,Fine Dining,7803.49,UPI,Dining Out,Avoidable,Afternoon,Sunday,Variable
03-12-2023,Online Course,1743.06,UPI,Education,Necessary,Afternoon,Sunday,Variable
03-12-2023,Taxi,976,Wallet,Transport,Unnecessary,Afternoon,Sunday,Variable
03-12-2023,Restaurant,944.87,Credit Card,Food,Avoidable,Evening,Sunday,Variable
03-12-2023,Milk,51.43,Debit Card,Groceries,Necessary,Evening,Sunday,Variable
03-12-2023,Taxi,833,Debit Card,Transport,Unnecessary,Evening,Sunday,Variable
03-12-2023,Concert,6402.73,Debit Card,Entertainment,Avoidable,Night,Sunday,Variable
03-12-2023,Vegetables,216.35,Net Banking,Food,Avoidable,Night,Sunday,Variable
03-12-2023,Lottery,1487.74,Cash,Gambling,Avoidable,Night,Sunday,Variable
04-12-2023,Eggs,88.9,Debit Card,Food,Unnecessary,Morning,Monday,Variable
04-12-2023,Rice,191.67,Wallet,Groceries,Unnecessary,Morning,Monday,Variable
04-12-2023,Accessories,3286,Credit Card,Shopping,Avoidable,Morning,Monday,Variable
04-12-2023,Milk,56.75,Wallet,Groceries,Necessary,Afternoon,Monday,Variable
04-12-2023,Fine Dining,8519.39,Net Banking,Dining Out,Unnecessary,Evening,Monday,Variable
04-12-2023,Burger,262.84,Credit Card,Food & Dining,Avoidable,Evening,Monday,Variable
04-12-2023,Clothes,7062,Net Banking,Shopping,Unnecessary,Evening,Monday,Variable
04-12-2023,Gym Membership,3500,Credit Card,Healthcare,Necessary,Night,Monday,Fixed
04-12-2023,Whiskey,777,Net Banking,Alcohol,Avoidable,Night,Monday,Variable
05-12-2023,Fine Dining,7870.61,Cash,Dining Out,Avoidable,Morning,Tuesday,Variable
05-12-2023,Books,477.4,Credit Card,Entertainment,Unnecessary,Morning,Tuesday,Variable
05-12-2023,Netflix,360.12,Cash,Entertainment,Avoidable,Afternoon,Tuesday,Fixed
05-12-2023,Fruits,129.26,Credit Card,Food,Unnecessary,Evening,Tuesday,Variable
05-12-2023,Grocery,208.36,Net Banking,Food,Avoidable,Evening,Tuesday,Variable
05-12-2023,Gaming,496.69,Debit Card,Entertainment,Unnecessary,Night,Tuesday,Variable
05-12-2023,Milk,55.06,UPI,Groceries,Necessary,Night,Tuesday,Variable
05-12-2023,Vegetables,126.85,Credit Card,Food,Unnecessary,Night,Tuesday,Variable
05-12-2023,Doctor Fee,898.71,Net Banking,Healthcare,Necessary,Night,Tuesday,Variable
06-12-2023,Casino,4532.35,Credit Card,Gambling,Avoidable,Afternoon,Wednesday,Variable
06-12-2023,Cafe,2525.85,Cash,Dining Out,Unnecessary,Evening,Wednesday,Variable
06-12-2023,Books,1184.95,Wallet,Education,Necessary,Evening,Wednesday,Variable
06-12-2023,Doctor Fee,1087.29,Net Banking,Healthcare,Unnecessary,Evening,Wednesday,Variable
06-12-2023,Burger,146.19,UPI,Food & Dining,Avoidable,Night,Wednesday,Variable
06-12-2023,Milk,63.06,Cash,Groceries,Unnecessary,Night,Wednesday,Variable
06-12-2023,Lottery,4813.04,Net Banking,Gambling,Avoidable,Night,Wednesday,Variable
06-12-2023,Lottery,4975.69,Debit Card,Gambling,Avoidable,Night,Wednesday,Variable
06-12-2023,Doctor Fee,898.71,Net Banking,Healthcare,Necessary,Night,Wednesday,Variable
07-12-2023,Books,1100.65,Cash,Education,Unnecessary,Morning,Thursday,Variable
07-12-2023,Vegetables,131.96,Net Banking,Food,Avoidable,Morning,Thursday,Variable
07-12-2023,Books,981.14,Wallet,Education,Necessary,Afternoon,Thursday,Variable
07-12-2023,Medicines,128,Credit Card,Healthcare,Necessary,Afternoon,Thursday,Variable
07-12-2023,Fast Food,1069.06,Cash,Dining Out,Unnecessary,Evening,Thursday,Variable
07-12-2023,Fruits,150.01,Wallet,Food,Avoidable,Evening,Thursday,Variable
07-12-2023,Milk,51.25,Debit Card,Groceries,Unnecessary,Evening,Thursday,Variable
07-12-2023,Shoes,6032,Cash,Shopping,Unnecessary,Evening,Thursday,Variable
07-12-2023,Cafe,3164.63,Credit Card,Dining Out,Avoidable,Night,Thursday,Variable
07-12-2023,Grocery,187.59,Debit Card,Food,Unnecessary,Night,Thursday,Variable
08-12-2023,Vape,426.38,Debit Card,Tobacco,Avoidable,Morning,Friday,Variable
08-12-2023,Casino,3467.93,Cash,Gambling,Avoidable,Afternoon,Friday,Variable
08-12-2023,Fast Food,1450.42,Cash,Dining Out,Avoidable,Evening,Friday,Variable
08-12-2023,Betting,1908.36,Debit Card,Gambling,Avoidable,Evening,Friday,Variable
08-12-2023,Therapy,692,Credit Card,Healthcare,Unnecessary,Evening,Friday,Variable
08-12-2023,Pizza,687.72,Cash,Food,Unnecessary,Night,Friday,Variable
08-12-2023,Milk,53.17,Net Banking,Groceries,Unnecessary,Night,Friday,Variable
09-12-2023,Exam Fee,403.14,UPI,Education,Necessary,Morning,Saturday,Variable
09-12-2023,Cocktail,703,Wallet,Alcohol,Avoidable,Morning,Saturday,Variable
09-12-2023,Whiskey,657,Cash,Alcohol,Avoidable,Morning,Saturday,Variable
09-12-2023,Beer,715,Net Banking,Alcohol,Avoidable,Morning,Saturday,Variable
09-12-2023,Doctor Fee,1266.13,Net Banking,Healthcare,Necessary,Morning,Saturday,Variable
09-12-2023,Watches,15341.15,Cash,Luxury,Avoidable,Morning,Saturday,Variable
09-12-2023,Books,492.76,UPI,Entertainment,Avoidable,Afternoon,Saturday,Variable
09-12-2023,Movie,923.52,Cash,Entertainment,Unnecessary,Afternoon,Saturday,Variable
09-12-2023,Fruits,157.23,Wallet,Food,Avoidable,Afternoon,Saturday,Variable
09-12-2023,Grocery,240.77,Credit Card,Food,Unnecessary,Afternoon,Saturday,Variable
09-12-2023,Pizza,666.7,Wallet,Food,Avoidable,Afternoon,Saturday,Variable
09-12-2023,Milk,61.29,Credit Card,Groceries,Unnecessary,Afternoon,Saturday,Variable
09-12-2023,Watches,19939.36,Wallet,Luxury,Avoidable,Afternoon,Saturday,Variable
09-12-2023,Vegetables,162.5,Credit Card,Food,Unnecessary,Evening,Saturday,Variable
09-12-2023,Wine,868,Debit Card,Alcohol,Avoidable,Evening,Saturday,Variable
09-12-2023,Coffee,270.79,UPI,Food & Dining,Unnecessary,Night,Saturday,Variable
09-12-2023,Jewelry,16349.62,Net Banking,Luxury,Avoidable,Night,Saturday,Variable
10-12-2023,Gaming,544.18,Net Banking,Entertainment,Unnecessary,Morning,Sunday,Variable
10-12-2023,Rice,183.51,Cash,Groceries,Unnecessary,Morning,Sunday,Variable
10-12-2023,Metro,930,Cash,Transport,Avoidable,Morning,Sunday,Variable
10-12-2023,Shoes,4272,Cash,Shopping,Avoidable,Morning,Sunday,Variable
10-12-2023,Books,1082.09,Net Banking,Education,Necessary,Afternoon,Sunday,Variable
10-12-2023,Shoes,1646,Credit Card,Shopping,Unnecessary,Evening,Sunday,Variable
10-12-2023,Books,926.11,Debit Card,Education,Unnecessary,Night,Sunday,Variable
10-12-2023,Milk,50.77,Wallet,Groceries,Unnecessary,Night,Sunday,Variable
10-12-2023,Cigarettes,53.47,Wallet,Tobacco,Avoidable,Night,Sunday,Variable
10-12-2023,Medicines,722,Wallet,Healthcare,Necessary,Night,Sunday,Variable
11-12-2023,Books,988.69,Net Banking,Education,Necessary,Morning,Monday,Variable
11-12-2023,Vegetables,169.59,Wallet,Food,Avoidable,Morning,Monday,Variable
11-12-2023,Concert,7274.42,Debit Card,Entertainment,Avoidable,Afternoon,Monday,Variable
11-12-2023,Fruits,120.01,Cash,Food,Avoidable,Evening,Monday,Variable
11-12-2023,Grocery,264.45,Debit Card,Food,Avoidable,Evening,Monday,Variable
11-12-2023,Milk,57.39,Cash,Groceries,Necessary,Evening,Monday,Variable
11-12-2023,Train Ticket,816.95,Credit Card,Transport,Unnecessary,Evening,Monday,Variable
11-12-2023,Books,554.12,Cash,Entertainment,Unnecessary,Night,Monday,Variable
12-12-2023,Burger,269.18,Debit Card,Food & Dining,Unnecessary,Afternoon,Tuesday,Variable
12-12-2023,Milk,56.63,Cash,Groceries,Unnecessary,Afternoon,Tuesday,Variable
12-12-2023,Vape,210.02,Cash,Tobacco,Avoidable,Night,Tuesday,Variable
12-12-2023,Vape,405.28,Net Banking,Tobacco,Avoidable,Night,Tuesday,Variable
13-12-2023,Cafe,2882.15,Cash,Dining Out,Unnecessary,Morning,Monday,Variable
13-12-2023,Fruits,165.71,Credit Card,Food,Avoidable,Morning,Monday,Variable
13-12-2023,Hookah,137.36,Credit Card,Tobacco,Avoidable,Morning,Monday,Variable
13-12-2023,Online Course,2162.16,UPI,Education,Unnecessary,Afternoon,Monday,Variable
13-12-2023,Grocery,178.71,Cash,Food,Unnecessary,Afternoon,Monday,Variable
13-12-2023,Eggs,81.5,Cash,Food,Unnecessary,Afternoon,Monday,Variable
13-12-2023,Milk,55.02,UPI,Groceries,Necessary,Evening,Monday,Variable
13-12-2023,Vegetables,201.98,Credit Card,Food,Avoidable,Evening,Monday,Variable
14-12-2023,Fuel,184,UPI,Transport,Avoidable,Morning,Thursday,Variable
14-12-2023,Doctor Fee,1677.43,UPI,Healthcare,Unnecessary,Evening,Thursday,Variable
14-12-2023,Milk,55.92,UPI,Groceries,Necessary,Night,Thursday,Variable
15-12-2023,Fast Food,1035.64,Credit Card,Dining Out,Avoidable,Morning,Friday,Variable
15-12-2023,Online Course,1557.92,Net Banking,Education,Unnecessary,Morning,Friday,Variable
15-12-2023,Gaming,747.76,Cash,Entertainment,Unnecessary,Morning,Friday,Variable
15-12-2023,Grocery,198.3,Cash,Food,Unnecessary,Morning,Friday,Variable
15-12-2023,Vegetables,109.19,Credit Card,Food,Avoidable,Morning,Friday,Variable
15-12-2023,Train Ticket,1890.38,UPI,Transport,Avoidable,Morning,Friday,Variable
15-12-2023,Eggs,87.17,Credit Card,Food,Unnecessary,Evening,Friday,Variable
15-12-2023,Milk,57.95,Net Banking,Groceries,Necessary,Evening,Friday,Variable
15-12-2023,Fast Food,1423.07,Net Banking,Dining Out,Unnecessary,Night,Friday,Variable
15-12-2023,Fruits,133.72,Wallet,Food,Avoidable,Night,Friday,Variable
15-12-2023,Watches,14023.25,Credit Card,Luxury,Avoidable,Night,Friday,Variable
16-12-2023,Online Course,1925.22,Cash,Education,Necessary,Morning,Saturday,Variable
16-12-2023,Betting,1908.36,Debit Card,Gambling,Avoidable,Afternoon,Saturday,Variable
16-12-2023,Burger,242.45,UPI,Food & Dining,Avoidable,Evening,Saturday,Variable
16-12-2023,Milk,52.42,Credit Card,Groceries,Necessary,Evening,Saturday,Variable
16-12-2023,Lottery,1487.74,Cash,Gambling,Avoidable,Evening,Saturday,Variable
16-12-2023,Fast Food,1011.71,Net Banking,Dining Out,Avoidable,Night,Saturday,Variable
17-12-2023,Milk,58.58,Net Banking,Groceries,Unnecessary,Morning,Saturday,Variable
17-12-2023,Cocktail,805,Cash,Alcohol,Avoidable,Afternoon,Saturday,Variable
17-12-2023,Doctor Fee,1548.28,Wallet,Healthcare,Necessary,Afternoon,Saturday,Variable
17-12-2023,Pizza,458.13,UPI,Food,Avoidable,Evening,Saturday,Variable
17-12-2023,Vegetables,178.2,Cash,Food,Unnecessary,Evening,Saturday,Variable
17-12-2023,Beer,895,Net Banking,Alcohol,Avoidable,Evening,Saturday,Variable
17-12-2023,Wine,817,Wallet,Alcohol,Avoidable,Evening,Saturday,Variable
17-12-2023,Cafe,3693.34,Cash,Dining Out,Avoidable,Night,Saturday,Variable
17-12-2023,Fruits,161.66,Cash,Food,Avoidable,Night,Saturday,Variable
17-12-2023,Grocery,186.94,Credit Card,Food,Unnecessary,Night,Saturday,Variable
17-12-2023,Rice,132.66,Debit Card,Groceries,Necessary,Night,Saturday,Variable
17-12-2023,Whiskey,742,UPI,Alcohol,Avoidable,Night,Saturday,Variable
18-12-2023,Jewelry,1584.01,UPI,Luxury,Avoidable,Morning,Monday,Variable
18-12-2023,Books,574.56,Wallet,Entertainment,Avoidable,Evening,Monday,Variable
18-12-2023,Shoes,4169,Wallet,Shopping,Unnecessary,Evening,Monday,Variable
18-12-2023,Eggs,93.77,Credit Card,Food,Unnecessary,Night,Monday,Variable
18-12-2023,Milk,62.08,Debit Card,Groceries,Necessary,Night,Monday,Variable
18-12-2023,Uber,1355,Cash,Transport,Unnecessary,Night,Monday,Variable
19-12-2023,Fast Food,1482.74,Cash,Dining Out,Avoidable,Morning,Tuesday,Variable
19-12-2023,Vegetables,154.18,UPI,Food,Unnecessary,Morning,Tuesday,Variable
19-12-2023,Therapy,1267,Net Banking,Healthcare,Unnecessary,Morning,Tuesday,Variable
19-12-2023,Grocery,233.15,Debit Card,Food,Unnecessary,Afternoon,Tuesday,Variable
19-12-2023,Fruits,121.54,Wallet,Food,Unnecessary,Evening,Tuesday,Variable
19-12-2023,Fancy Restaurant,4449.28,Credit Card,Dining Out,Avoidable,Night,Tuesday,Variable
19-12-2023,Milk,61.4,Debit Card,Groceries,Necessary,Night,Tuesday,Variable
20-12-2023,Fast Food,1129.13,UPI,Dining Out,Avoidable,Morning,Sunday,Variable
20-12-2023,Eggs,92.1,Debit Card,Food,Unnecessary,Morning,Sunday,Variable
20-12-2023,Milk,52.31,Net Banking,Groceries,Necessary,Evening,Sunday,Variable
20-12-2023,Fast Food,808.82,Net Banking,Dining Out,Unnecessary,Night,Sunday,Variable
21-12-2023,Coffee,229.7,Wallet,Food & Dining,Avoidable,Morning,Thursday,Variable
21-12-2023,Fruits,167.61,Cash,Food,Unnecessary,Morning,Thursday,Variable
21-12-2023,Milk,52.24,Credit Card,Groceries,Unnecessary,Morning,Thursday,Variable
21-12-2023,Handbags,13901.84,UPI,Luxury,Avoidable,Morning,Thursday,Variable
21-12-2023,Grocery,246.96,UPI,Food,Avoidable,Afternoon,Thursday,Variable
21-12-2023,Vegetables,174.72,Debit Card,Food,Avoidable,Afternoon,Thursday,Variable
21-12-2023,Online Course,2294.6,UPI,Education,Unnecessary,Evening,Thursday,Variable
22-12-2023,Eggs,86.88,Wallet,Food,Avoidable,Night,Tuesday,Variable
22-12-2023,Milk,54.02,Net Banking,Groceries,Unnecessary,Night,Tuesday,Variable
23-12-2023,Fine Dining,8251.78,Debit Card,Dining Out,Unnecessary,Morning,Saturday,Variable
23-12-2023,Gaming,493.27,Debit Card,Entertainment,Unnecessary,Morning,Saturday,Variable
23-12-2023,Grocery,197.96,Net Banking,Food,Avoidable,Morning,Saturday,Variable
23-12-2023,Vape,336.88,Net Banking,Tobacco,Avoidable,Morning,Saturday,Variable
23-12-2023,Milk,55.42,Credit Card,Groceries,Unnecessary,Afternoon,Saturday,Variable
23-12-2023,Lottery,4587.88,UPI,Gambling,Avoidable,Afternoon,Saturday,Variable
23-12-2023,Books,1557.36,Net Banking,Education,Unnecessary,Evening,Saturday,Variable
23-12-2023,Books,1465.38,Wallet,Education,Necessary,Evening,Saturday,Variable
23-12-2023,Fruits,151.19,UPI,Food,Avoidable,Evening,Saturday,Variable
23-12-2023,Vegetables,197.24,Cash,Food,Unnecessary,Evening,Saturday,Variable
23-12-2023,Vape,296.05,Debit Card,Tobacco,Avoidable,Evening,Saturday,Variable
24-12-2023,Movie,969.42,Cash,Entertainment,Unnecessary,Morning,Sunday,Variable
24-12-2023,Eggs,80.14,Net Banking,Food,Unnecessary,Morning,Sunday,Variable
24-12-2023,Online Course,1572.45,Wallet,Education,Necessary,Afternoon,Sunday,Variable
24-12-2023,Gaming,722.82,Credit Card,Entertainment,Avoidable,Evening,Sunday,Variable
24-12-2023,Milk,56.13,Credit Card,Groceries,Necessary,Evening,Sunday,Variable
25-12-2023,Grocery,252.32,Net Banking,Food,Avoidable,Afternoon,Monday,Variable
25-12-2023,Cocktail,778,UPI,Alcohol,Avoidable,Afternoon,Monday,Variable
25-12-2023,Fruits,122.96,Credit Card,Food,Unnecessary,Evening,Monday,Variable
25-12-2023,Vegetables,154.62,UPI,Food,Avoidable,Evening,Monday,Variable
25-12-2023,Whiskey,706,Debit Card,Alcohol,Avoidable,Evening,Monday,Variable
25-12-2023,Milk,60.2,Wallet,Groceries,Necessary,Night,Monday,Variable
25-12-2023,Casino,3611.23,Net Banking,Gambling,Avoidable,Night,Monday,Variable
25-12-2023,Beer,741,Net Banking,Alcohol,Avoidable,Night,Monday,Variable
25-12-2023,Wine,773,Wallet,Alcohol,Avoidable,Night,Monday,Variable
26-12-2023,Books,1459.77,Cash,Education,Unnecessary,Morning,Tuesday,Variable
26-12-2023,Doctor Fee,898.71,Net Banking,Healthcare,Necessary,Morning,Tuesday,Variable
26-12-2023,Eggs,90.13,Credit Card,Food,Unnecessary,Afternoon,Tuesday,Variable
26-12-2023,Milk,50.85,Credit Card,Groceries,Unnecessary,Afternoon,Tuesday,Variable
26-12-2023,Fuel,424,UPI,Transport,Avoidable,Evening,Tuesday,Variable
26-12-2023,Clothes,7024,Debit Card,Shopping,Avoidable,Evening,Tuesday,Variable
26-12-2023,Fancy Restaurant,5786.42,Wallet,Dining Out,Unnecessary,Night,Tuesday,Variable
26-12-2023,Fuel,424,UPI,Transport,Avoidable,Night,Tuesday,Variable
27-12-2023,Vegetables,168.34,Debit Card,Food,Unnecessary,Morning,Wednesday,Variable
27-12-2023,Doctor Fee,1391.78,Net Banking,Healthcare,Unnecessary,Morning,Wednesday,Variable
27-12-2023,Books,944.13,Cash,Education,Unnecessary,Afternoon,Wednesday,Variable
27-12-2023,Concert,5263.29,UPI,Entertainment,Unnecessary,Afternoon,Wednesday,Variable
27-12-2023,Coffee,245.02,UPI,Food & Dining,Unnecessary,Afternoon,Wednesday,Variable
27-12-2023,Grocery,227.78,Credit Card,Food,Avoidable,Afternoon,Wednesday,Variable
27-12-2023,Books,570.9,Cash,Entertainment,Avoidable,Evening,Wednesday,Variable
27-12-2023,Gaming,760.48,UPI,Entertainment,Avoidable,Evening,Wednesday,Variable
27-12-2023,Movie,920.3,Net Banking,Entertainment,Avoidable,Evening,Wednesday,Variable
27-12-2023,Fruits,170.36,UPI,Food,Unnecessary,Evening,Wednesday,Variable
27-12-2023,Milk,50.52,UPI,Groceries,Necessary,Night,Wednesday,Variable
27-12-2023,Accessories,3313,Credit Card,Shopping,Avoidable,Night,Wednesday,Variable
28-12-2023,Therapy,98,UPI,Healthcare,Unnecessary,Morning,Thursday,Variable
28-12-2023,Movie,730.57,Cash,Entertainment,Avoidable,Afternoon,Thursday,Variable
28-12-2023,Milk,55.88,Credit Card,Groceries,Unnecessary,Afternoon,Thursday,Variable
28-12-2023,Therapy,795,Debit Card,Healthcare,Necessary,Afternoon,Thursday,Variable
28-12-2023,Online Course,1660.12,Cash,Education,Unnecessary,Evening,Thursday,Variable
28-12-2023,Burger,154.46,Wallet,Food & Dining,Avoidable,Night,Thursday,Variable
29-12-2023,Vegetables,103.15,Credit Card,Food,Avoidable,Morning,Friday,Variable
29-12-2023,Train Ticket,1418.75,Net Banking,Transport,Unnecessary,Morning,Friday,Variable
29-12-2023,Fruits,162.07,Debit Card,Food,Avoidable,Evening,Friday,Variable
29-12-2023,Train Ticket,1514.04,Wallet,Transport,Avoidable,Night,Friday,Variable
30-12-2023,Train Ticket,1706.36,UPI,Transport,Avoidable,Morning,Saturday,Variable
30-12-2023,Train Ticket,1514.04,Wallet,Transport,Avoidable,Night,Saturday,Variable
31-12-2023,Shoes,3441,UPI,Shopping,Avoidable,Morning,Sunday,Variable
31-12-2023,Fruits,130.08,Debit Card,Food,Avoidable,Afternoon,Sunday,Variable
31-12-2023,Vegetables,142.33,Cash,Food,Avoidable,Evening,Sunday,Variable
31-12-2023,Shoes,5805,Cash,Shopping,Avoidable,Evening,Sunday,Variable
31-12-2023,Perfumes,7270.58,Cash,Luxury,Avoidable,Night,Sunday,Variable
01-01-2024,Mobile Recharge,825.03,Auto Debit,Utilities,Necessary,Morning,Monday,Fixed
01-01-2024,Water Bill,672.81,Auto Debit,Utilities,Necessary,Morning,Monday,Fixed
01-01-2024,Grocery,290.48,Cash,Food,Unnecessary,Morning,Monday,Variable
01-01-2024,Beer,927,UPI,Alcohol,Avoidable,Morning,Monday,Variable
01-01-2024,Lottery,3145.45,Debit Card,Gambling,Avoidable,Morning,Monday,Variable
01-01-2024,Tuition Fee,32500,UPI,Education,Necessary,Afternoon,Monday,Fixed
01-01-2024,Internet,627.74,Auto Debit,Utilities,Necessary,Afternoon,Monday,Fixed
01-01-2024,Therapy,1208,Wallet,Healthcare,Necessary,Afternoon,Monday,Variable
01-01-2024,Electricity Bill,4921.98,Auto Debit,Utilities,Necessary,Evening,Monday,Fixed
01-01-2024,Fruits,198.72,Net Banking,Food,Avoidable,Evening,Monday,Variable
01-01-2024,Milk,68.94,Credit Card,Groceries,Unnecessary,Evening,Monday,Variable
01-01-2024,Whiskey,782,Net Banking,Alcohol,Avoidable,Evening,Monday,Variable
01-01-2024,Wine,730,Cash,Alcohol,Avoidable,Evening,Monday,Variable
01-01-2024,Fast Food,1495.22,Credit Card,Dining Out,Avoidable,Night,Monday,Variable
01-01-2024,Concert,8009.83,Credit Card,Entertainment,Unnecessary,Night,Monday,Variable
01-01-2024,Vegetables,218.55,Wallet,Food,Unnecessary,Night,Monday,Variable
01-01-2024,Cocktail,974,Cash,Alcohol,Avoidable,Night,Monday,Variable
01-01-2024,Uber,715,UPI,Transport,Unnecessary,Night,Monday,Variable
01-01-2024,Handbags,1744.95,UPI,Luxury,Avoidable,Night,Monday,Variable
02-01-2024,Fancy Restaurant,7157.88,Net Banking,Dining Out,Unnecessary,Morning,Tuesday,Variable
02-01-2024,Movie,950.17,UPI,Entertainment,Avoidable,Morning,Tuesday,Variable
02-01-2024,Whiskey,775,Cash,Alcohol,Avoidable,Morning,Tuesday,Variable
02-01-2024,Beer,791,Net Banking,Alcohol,Avoidable,Morning,Tuesday,Variable
02-01-2024,Wine,895,UPI,Alcohol,Avoidable,Morning,Tuesday,Variable
02-01-2024,Cafe,4341.78,Cash,Dining Out,Unnecessary,Afternoon,Tuesday,Variable
02-01-2024,Rice,165.25,Credit Card,Groceries,Necessary,Evening,Tuesday,Variable
02-01-2024,Gym Membership,3750,Cash,Healthcare,Necessary,Night,Tuesday,Fixed
02-01-2024,Burger,220.24,Credit Card,Food & Dining,Unnecessary,Night,Tuesday,Variable
02-01-2024,Milk,58.87,Credit Card,Groceries,Necessary,Night,Tuesday,Variable
02-01-2024,Cocktail,731,Wallet,Alcohol,Avoidable,Night,Tuesday,Variable
02-01-2024,Clothes,858,Credit Card,Shopping,Unnecessary,Night,Tuesday,Variable
03-01-2024,Books,1487.36,Wallet,Education,Necessary,Morning,Wednesday,Variable
03-01-2024,Fruits,215.86,UPI,Food,Avoidable,Morning,Wednesday,Variable
03-01-2024,Jewelry,10985.61,Cash,Luxury,Avoidable,Morning,Wednesday,Variable
03-01-2024,Restaurant,1274.06,Debit Card,Food,Unnecessary,Afternoon,Wednesday,Variable
03-01-2024,Vegetables,191.02,Debit Card,Food,Avoidable,Afternoon,Wednesday,Variable
03-01-2024,Betting,1579.9,Wallet,Gambling,Avoidable,Afternoon,Wednesday,Variable
03-01-2024,Gaming,804.97,Net Banking,Entertainment,Avoidable,Evening,Wednesday,Variable
03-01-2024,Grocery,226.74,Cash,Food,Unnecessary,Evening,Wednesday,Variable
03-01-2024,Fancy Restaurant,6193.19,Credit Card,Dining Out,Unnecessary,Night,Wednesday,Variable
03-01-2024,Milk,67.83,Debit Card,Groceries,Necessary,Night,Wednesday,Variable
03-01-2024,Cigarettes,67.69,UPI,Tobacco,Avoidable,Night,Wednesday,Variable
04-01-2024,Milk,60.2,UPI,Groceries,Necessary,Morning,Thursday,Variable
04-01-2024,Doctor Fee,414.15,Wallet,Healthcare,Necessary,Morning,Thursday,Variable
04-01-2024,Medicines,366,Debit Card,Healthcare,Unnecessary,Morning,Thursday,Variable
04-01-2024,Fast Food,1738.91,Debit Card,Dining Out,Avoidable,Afternoon,Thursday,Variable
04-01-2024,Medicines,1141,Net Banking,Healthcare,Unnecessary,Afternoon,Thursday,Variable
05-01-2024,Grocery,225.42,Net Banking,Food,Avoidable,Morning,Friday,Variable
05-01-2024,Vegetables,130.26,Net Banking,Food,Unnecessary,Afternoon,Friday,Variable
05-01-2024,Accessories,1665,Net Banking,Shopping,Avoidable,Afternoon,Friday,Variable
05-01-2024,Fruits,213.61,UPI,Food,Avoidable,Evening,Friday,Variable
05-01-2024,Milk,72.72,UPI,Groceries,Necessary,Evening,Friday,Variable
05-01-2024,Casino,3293.28,Debit Card,Gambling,Avoidable,Evening,Friday,Variable
05-01-2024,Train Ticket,1293.16,Wallet,Transport,Avoidable,Evening,Friday,Variable
05-01-2024,Eggs,94.31,Debit Card,Food,Unnecessary,Night,Friday,Variable
06-01-2024,Netflix,373.35,Wallet,Entertainment,Avoidable,Morning,Saturday,Fixed
06-01-2024,Milk,72.91,Net Banking,Groceries,Unnecessary,Afternoon,Saturday,Variable
06-01-2024,Perfumes,2906.28,Cash,Luxury,Avoidable,Afternoon,Saturday,Variable
06-01-2024,Online Course,1822.45,Debit Card,Education,Necessary,Evening,Saturday,Variable
06-01-2024,Pizza,457.68,Debit Card,Food,Avoidable,Evening,Saturday,Variable
06-01-2024,Fancy Restaurant,6943.16,Cash,Dining Out,Avoidable,Night,Saturday,Variable
06-01-2024,Restaurant,1363.67,Net Banking,Food,Avoidable,Night,Saturday,Variable
06-01-2024,Vape,462.05,Credit Card,Tobacco,Avoidable,Night,Saturday,Variable
07-01-2024,Books,1126.16,Cash,Education,Unnecessary,Morning,Sunday,Variable
07-01-2024,Rice,176.1,Net Banking,Groceries,Necessary,Morning,Sunday,Variable
07-01-2024,Vegetables,242.17,Cash,Food,Avoidable,Morning,Sunday,Variable
07-01-2024,Shoes,1593,Cash,Shopping,Avoidable,Afternoon,Sunday,Variable
07-01-2024,Cafe,4755.32,Wallet,Dining Out,Unnecessary,Evening,Sunday,Variable
07-01-2024,Grocery,274.41,Credit Card,Food,Avoidable,Evening,Sunday,Variable
